renda,consumo,valor,maquina
2363.46,6.666666667,6,1
1872.08,1.333333333,16.125,0
885.63,4.333333333,6.461538462,1
227.34,.3333333333,33,0
2016.84,5,6.94,1
1000.96,3.333333333,6.45,0
620.08,2,10,0
1199.65,.6666666667,39.885,0
889.21,8,7.245,0
2063.82,3.333333333,6.9,0
2989.7,1.666666667,36.54,0
2700,3.333333333,6,0
34574.65,11.33333333,8.428235294,1
1587.56,3.333333333,6,0
3288.48,3.333333333,6.3,0
2384.79,3.333333333,8.7,0
2578.89,.6666666667,33.75,0
2934.21,3.666666667,6.654545455,1
1737.09,3.333333333,6.513,0
3025.63,3.333333333,6.591,0
959.18,3.333333333,6.45,0
610.8,18.33333333,.4625454545,0
7623.67,.3333333333,63.6,0
1824.48,6.666666667,1.3515,0
828.55,3.333333333,6.501,0
1071.44,10,.933,0
580.45,3.333333333,6.627,0
1066.56,3.333333333,6.372,0
1047.93,3.333333333,2.586,0
399,3.333333333,6,0
1075.29,3.333333333,6.501,0
528.01,3.333333333,2.613,0
2275.75,3.333333333,2.538,0
240.48,3.333333333,6.702,0
1723.29,3.333333333,7.035,0
631.58,3.333333333,2.538,0
1084.13,3.333333333,6.612,0
789.93,4,6.335,0
943.62,4,6.335,0
2019.68,3,7.08,0
1843.58,2.666666667,8.295,0
15046.81,3.333333333,6.564,1
2048.81,2.333333333,9.54,0
2223.54,1.333333333,17.52,0
897.59,1,21.11,0
5712.53,.6666666667,37.725,1
972.15,3.333333333,6.42,0
700.02,3.333333333,6.75,0
3991.38,3.333333333,6.012,0
1962.66,3.333333333,6.45,0
483.53,1.333333333,16.125,0
356.84,1.666666667,13.158,0
1913.88,2.666666667,8.0625,0
205.63,2.333333333,7.761428571,0
844.44,2,4.39,0
2049.45,4,3.505,0
5959.2,3.666666667,6.679090909,0
696.46,3.333333333,6.372,0
1714.17,3.333333333,6.372,0
280.54,3.333333333,6.372,0
631.6,1,21.24,0
738.72,1,21.24,0
2398.28,2,10.62,0
871.63,3.333333333,6.522,0
1318.09,3.333333333,6.762,0
1559.57,2,41.2,0
708.78,3.333333333,11.946,0
1858.21,3.333333333,20.352,0
894,3.333333333,9.54,0
1188.88,2.666666667,4.75875,0
779.54,6.666666667,7.338,0
5291.28,6.666666667,5.85,1
769.24,3.333333333,17.826,0
964.65,3.333333333,11.766,0
782.88,3.333333333,2.814,0
707.88,10,2.124,0
335.4,3.333333333,6.507,0
5506.59,3.333333333,6.36,1
557.4,3.333333333,2.544,0
1248.37,1.333333333,16.2525,0
1791.02,3.333333333,6.36,0
193.62,1,8.46,0
649.85,3.333333333,2.544,0
876.21,3,2.933333333,0
1409.37,3.333333333,6.372,0
251.25,3.333333333,6.501,0
1479.25,1,21.5,0
887.02,3.333333333,6.372,1
1309.1,3.333333333,6.372,0
397.05,3.333333333,2.586,0
415,3.333333333,2.511,0
686.32,3.333333333,7.299,0
937.27,3.333333333,7.314,0
832.28,3.333333333,7.161,0
1697.4,3.333333333,6.57,0
745.63,3.333333333,7.314,0
916.29,3.333333333,2.703,0
820.22,3.333333333,7.161,0
1143.98,3.333333333,4.332,0
710.53,3.333333333,6.603,0
938.42,3.333333333,6.747,0
846.7,3.333333333,2.562,0
638.93,3.333333333,7.188,0
691.63,3.333333333,8.007,0
4744.42,10,2.124,0
2613.71,3.333333333,6.258,0
1214.76,3.333333333,6.414,0
1175.03,4,6.335,0
319.84,3.333333333,2.538,0
1049.72,3.333333333,6.969,0
861.22,3.333333333,6.387,0
1201.79,3.333333333,6.531,0
1154.88,1.333333333,6.6675,0
1139.04,3.333333333,6.324,0
766.74,4,3.375,0
891.83,3.333333333,3.303,0
336.12,10,7.872,0
1499.7,4,7.655,0
1017.63,3.666666667,3.139090909,0
1180.28,3.666666667,3.158181818,0
2161.32,4.666666667,6.087857143,0
592.57,3.333333333,6.45,0
574.19,3.333333333,2.616,0
478.46,3.333333333,2.694,0
3396.02,3,7.453333333,0
680.86,1,21.75,1
573.31,1.333333333,16.125,0
1645.8,4.333333333,4.204615385,0
1174.95,1.666666667,12.9,0
705.77,3.333333333,9,0
961.71,3.333333333,11.946,0
1603.71,3.333333333,7.2,0
991.21,1.333333333,24,0
830.59,2.666666667,12.34125,0
1179.41,3.333333333,10.71,0
781.72,3,4.363333333,0
608.65,3.333333333,7.557,0
491.94,3.333333333,2.619,0
2370.98,3.333333333,7.215,0
627.25,3.333333333,7.35,0
146.09,3.333333333,8.196,0
1069.93,3.333333333,6.45,0
1260.78,3.333333333,2.643,0
1290.05,3.333333333,2.619,0
1445.64,1.333333333,6.42,0
673.19,3.333333333,2.634,0
379.47,3.333333333,2.658,0
3652.37,8.666666667,13.09384615,1
1186.89,6.666666667,1.6245,0
4634.36,6.666666667,2.703,0
917.5,3.333333333,10.113,0
726.42,3.333333333,14.31,0
3415.68,3.333333333,8.904,0
3063.25,3.333333333,12.402,0
3830.32,3.333333333,9.558,0
803.51,5.666666667,10.14,0
1730.93,5.666666667,10.14,0
1587.23,3.333333333,5.871,0
1360.52,4.333333333,10.43307692,0
992.2,4,8.395,0
1791.71,4.333333333,9.883846154,0
621.39,3.333333333,9.861,0
4441.56,4.333333333,6.842307692,1
954.73,2.666666667,3.1725,0
880.54,3.333333333,6.699,0
2506.23,3.666666667,7.775454545,0
631.59,3.333333333,6.36,0
2097.06,3.666666667,6.471818182,0
532.91,3.333333333,2.607,0
2125.5,8,6.625,0
2449.7,2.666666667,9.00375,1
657.94,3.333333333,2.544,0
1068.65,3.333333333,6.36,0
810.61,3.333333333,6.531,0
2860.16,3.333333333,6.549,0
519.78,3.333333333,2.4,0
537.48,3.333333333,6.54,0
637.99,3.333333333,3.225,0
2048,3.333333333,6.45,0
1067.87,1.333333333,16.0125,0
26199.38,3.333333333,8.7,1
411.39,3.333333333,3.6,0
775.06,3.333333333,2.49,0
342.59,3.333333333,4.236,0
806.72,4,7.43,0
1074.12,3,2.933333333,0
483.66,3.333333333,2.451,0
267.88,2.333333333,9.428571429,0
749.13,3.333333333,2.67,0
917.4,3.333333333,6.702,0
825.28,3.333333333,6.6,0
856.26,3.333333333,6.579,1
530.26,3.333333333,3.303,0
773.45,3.333333333,6.69,0
699.15,3.333333333,6.6,0
1209.58,3.333333333,6.579,1
341.72,3.333333333,6.45,0
1007.68,3.333333333,6,0
1944.56,3.333333333,6.6,1
1328.1,3.333333333,6.6,0
890,3.333333333,6.3,0
1239.89,3.333333333,6.75,0
466.64,2.333333333,3.668571429,0
1606.19,3.333333333,6.414,0
4146.48,3.333333333,6.579,0
2781.57,3.333333333,6.45,0
4346.8,3.333333333,7.347,0
1796.62,3.333333333,7.476,1
2505.83,4,6.7575,0
854.16,3.333333333,6.579,0
10893.62,4,6.61,0
6348.76,3.333333333,6.6,1
642.52,.6666666667,14.34,0
725.21,16.66666667,.954,0
125,3.333333333,11.283,0
7938.99,9.333333333,13.80642857,0
4166.4,3.333333333,16.917,0
2036.93,3.333333333,14.169,1
2608.66,1,32.52,0
1014.68,3.666666667,9.687272727,0
3368.77,3.333333333,9.558,1
660.21,3.333333333,10.131,0
5766.87,6.333333333,10.12263158,0
1813.23,3.333333333,9.864,1
892.9,5.333333333,7.35,0
2378.14,3.333333333,5.454,0
4580.44,10,3.07,1
8044.25,3.666666667,11.77090909,1
6468.34,1.666666667,17.844,1
1836.02,2,22.22,0
4950.33,8.333333333,10.1052,0
4007.34,3.333333333,14.31,0
12371.25,2.666666667,12.01875,1
1047.23,4,3.4125,0
1900.96,12,3.185833333,0
1749.46,2.666666667,3.2925,0
3973.01,3.333333333,6.576,1
3323.08,3.666666667,6.537272727,0
1521.67,1.333333333,6.42,0
1505.23,2.666666667,9.015,0
2611.45,6,6.971666667,0
4186.97,1,21.5,0
416.5,6.666666667,7.293,0
3706.9,4.333333333,6.743076923,1
4242.5,3.333333333,6.729,1
1513.35,3.333333333,6.642,0
20800.93,5,6.77,1
1600.54,.6666666667,33.21,0
10195.58,15.33333333,9.624130435,0
4531.66,3.333333333,6.45,1
1575.09,1.666666667,13.146,0
2881.12,4,7.265,0
4090.92,3.333333333,6.258,1
10554.79,6,6.876666667,0
2188.15,3.333333333,6.45,1
932.2,3.666666667,5.781818182,0
366.92,3.333333333,2.718,1
618.47,3.333333333,2.718,0
617.94,3.333333333,2.718,0
618.98,3.333333333,1.5,0
571.55,3.333333333,2.568,0
6670.21,6.666666667,3.3225,0
1565.8,3.333333333,2.61,0
1068.26,3.333333333,9.552,0
520.38,3.333333333,6.36,0
1149.33,3.333333333,2.586,0
1205.95,2.333333333,4.752857143,0
975.31,3.333333333,2.718,0
669.01,3.333333333,3.231,0
2142.32,6.666666667,3.3225,0
267.54,3.333333333,1.5,0
542.79,3.333333333,1.5,0
683.87,2,25.6,0
990.6,3.333333333,6.114,0
854.65,3.333333333,2.619,0
1662.1,3.333333333,5.724,0
2300,1.333333333,14.31,1
3771,6.666666667,7.314,1
1786.66,15.66666667,1.286808511,0
1923.17,15.66666667,1.295106383,0
806.05,15,3.816,0
1292.57,16.66666667,.954,0
1448.35,10,1.972,0
679.36,21,2.978095238,0
147.1,1.666666667,20.4,0
1669.95,9.333333333,3.7875,0
72.01,1.666666667,11.448,0
1343.01,3.666666667,6.305454545,0
24.65,3.333333333,4.254,0
365.85,2.333333333,15.16714286,0
1299.6,6,3.26,0
833.3,.3333333333,44.52,0
1539.88,.3333333333,63.6,0
408,3.333333333,4.452,0
1945.76,21.66666667,5.968615385,0
962.35,8.666666667,2.201538462,0
673.46,90.66666667,.5166176471,1
2077.88,2.333333333,8.177142857,0
2057.84,3.666666667,6.199090909,0
638.02,5.666666667,8.230588235,0
1170.64,26,.7338461538,0
907.64,29,.6579310345,1
1365.54,122.3333333,.159400545,0
1991.18,14,1.395,0
3467.38,6,3.26,0
1952.75,9,2.165555556,0
347.03,8.666666667,1.834615385,0
823.73,12,1.943333333,0
2061.73,3.333333333,4.254,0
250.86,7,2.875714286,0
1516.01,11.33333333,3.367058824,0
919.7,24,2.429166667,0
3681.11,15,2.406666667,0
3497.57,4.666666667,5.395714286,0
2592.96,8,2.385,0
239.22,2,9,0
633.33,5,3.982,1
2454.49,1.666666667,11.838,0
1908.26,.3333333333,62.04,0
1649.9,1.666666667,11.838,0
996.78,2.333333333,13.08428571,0
2352.56,2.333333333,13.08428571,0
1218,8.333333333,6.7392,0
613.52,4.666666667,5.395714286,0
579.5,2.666666667,7.3125,0
820.37,10,1.908,1
231.7,5.666666667,8.230588235,0
168.11,3.333333333,5.508,0
826.18,1.333333333,11.355,0
833.9,3.333333333,5.847,0
1179.94,3.666666667,6.305454545,0
1357.61,4.333333333,5.946923077,0
969.62,3.333333333,3.804,0
1979.31,3.333333333,5.724,1
885.97,2.333333333,8.177142857,0
1027.91,2.666666667,7.34625,0
1056.1,1.333333333,14.67,1
584.8,4.666666667,5.395714286,0
3311.92,3.333333333,4.893,0
995.72,2,10.255,0
863.4,3.666666667,6.305454545,0
896.03,2.666666667,7.36125,0
2100.2,3.333333333,8.031,0
1285.25,1.333333333,14.67,0
1565.16,2.333333333,8.49,1
2387.96,3.666666667,6.349090909,0
462.67,6,3.18,0
1393.52,1,21.2,0
642.07,3.666666667,6.305454545,0
757.31,3.333333333,5.841,0
2269.64,3.333333333,5.898,0
785.92,2.333333333,8.275714286,0
687.68,5,5.7,0
3067.35,15.33333333,2.189347826,0
746.11,4,3.18,0
580.6,3.333333333,6.042,0
831,7,5.602857143,1
619,2.333333333,8.177142857,0
357,3.333333333,4.254,0
1272.31,2,9,0
916.12,3.666666667,6.305454545,0
1093.6,3.333333333,5.508,0
693.91,4.666666667,5.395714286,0
1162.5,7.666666667,3.511304348,0
250.53,2,9,0
298.11,5.666666667,8.230588235,0
967.54,11.66666667,2.544,0
448.39,6,3.26,0
778.75,9,3.004444444,0
464.44,3.333333333,6.36,0
355.1,10,1.927,0
497.14,2,9,0
435.75,1.666666667,10.8,0
264.77,10,1.927,0
1619.8,4.666666667,5.395714286,0
627.1,2,9,0
734.4,4.666666667,5.395714286,0
512.07,10,1.927,0
1669.51,12.33333333,1.583513514,1
1090.5,3.333333333,5.889,0
2018.42,10,4.145,0
559.6,5,3.9,0
615,6,3.26,0
652,3.666666667,6.305454545,0
1152.79,3.333333333,5.892,0
508.02,2,10.255,0
1554.35,1.333333333,14.31,0
1858.07,3.333333333,4.578,0
1349.29,2.333333333,8.177142857,0
991.25,3,6.36,0
601.7,3.333333333,5.31,0
306,10,1.927,0
910,3.333333333,6.18,0
427.15,3.666666667,6.305454545,1
782.2,3.666666667,6.305454545,0
751.43,3.666666667,6.305454545,0
1102.4,2.333333333,9.085714286,0
871.54,3.333333333,5.724,0
926.36,5,6.36,0
128.79,3.333333333,3.822,0
1766.7,3.333333333,5.724,0
1820.78,10,2.957,1
449.09,4.666666667,5.395714286,0
443.4,3.666666667,6.305454545,0
706.6,4.666666667,5.395714286,0
459.27,1.666666667,10.8,0
785.44,3.333333333,5.913,0
3493.22,1.333333333,14.67,1
562.99,2.666666667,3.89625,0
1394.81,2.666666667,7.55625,0
2577.13,3,6.65,0
636.3,2.333333333,8.177142857,0
2558.45,2.333333333,8.13,1
1064.99,4.666666667,5.395714286,0
846.14,2.333333333,7.945714286,0
832,3,4.283333333,0
10940.92,18,3.801666667,0
1703.25,4,6.3325,0
1278.18,7.333333333,2.479090909,0
2731.83,6,4.376666667,0
2288,6,5.891666667,0
2031.25,6,5.781666667,0
1667.32,4,5.5875,0
566.5,3,5.466666667,0
1747.86,6.333333333,5.557894737,1
1042,4,5,0
2103.62,3.333333333,5.4,0
481.5,10,1.85,0
573.76,20,1.75,0
1281,3,6.483333333,0
927.4,2.666666667,7.3125,0
1515.77,2.333333333,13.08428571,1
2213.1,3,6.483333333,1
311,5.666666667,2.971764706,0
583.6,12,2.083333333,0
667.58,8.333333333,1.8,0
533.5,1.666666667,10.8,0
534.15,10,1.8,0
971.11,2.666666667,7.3125,0
670.39,3.666666667,6.305454545,0
542.11,17,5.060588235,0
920,3.333333333,3.18,0
683.34,9,2.043333333,0
642.44,11,2.04,0
485.83,10,2.044,0
867.86,4,4.6825,0
2044,28.66666667,2.093023256,0
1147.5,5.666666667,8.230588235,1
800,6,3.09,0
767.88,2.333333333,15.16714286,0
1008.5,2,10.255,0
1238.23,2.333333333,7.714285714,0
335,10,1.927,0
1324.8,3.666666667,6.305454545,0
439.18,1.666666667,10.8,0
567.5,6,3.18,0
511.97,3.666666667,6.305454545,0
483.12,2.666666667,7.3125,0
3077.64,4.666666667,5.395714286,0
738.5,3.666666667,6.305454545,0
485,3.666666667,6.305454545,0
1844.8,3.333333333,6,0
501.1,5,1.946,0
1080.46,2.666666667,7.3125,1
1198.54,3.666666667,6.305454545,0
347.86,3.333333333,5.928,0
477.73,4.666666667,5.395714286,0
677.73,1.666666667,11.838,0
1206.63,3.666666667,6.305454545,0
907.12,2,9,0
777.5,10,1.897,0
593.7,1.666666667,11.448,0
4962.87,9.333333333,3.7875,1
658.64,4.666666667,5.395714286,0
450,3.333333333,6.492,0
566.67,1.333333333,27.765,1
2219.65,4.666666667,5.395714286,0
3478.68,4,6.325,0
1303.89,5.666666667,8.230588235,0
2799.64,8,6.94,1
1033.7,2,9,0
1681.22,1.333333333,14.67,1
3126.45,1.333333333,14.67,0
2662.17,.6666666667,27,0
637.55,1.333333333,14.67,0
3613.61,2.666666667,7.3125,1
1406.66,7.333333333,4.909090909,0
1521.88,11.33333333,3.970588235,0
2635.1,9.333333333,8.996785714,0
466.8,3,6,0
2335.89,3,6,0
2590.02,4,4.5,0
789.4,3.666666667,6.305454545,0
756.46,3,6,0
707.08,1,18,0
5620.67,19,3.157894737,1
542.2,10,1.927,0
500.28,2,9.2,0
9419.48,2,10.255,1
430,5.666666667,8.230588235,0
1371.69,19,1.883157895,0
2160.11,3.666666667,6.305454545,0
503.11,1.333333333,14.31,0
1571.25,7.333333333,2.181818182,0
524.22,10,2.8,0
994.69,9.333333333,3.7875,0
420,4.666666667,5.395714286,0
545.4,3.666666667,6.305454545,0
252.11,2.666666667,7.3125,0
804.14,2,10.255,0
4243.11,18.33333333,3.818181818,1
1279.61,1.333333333,14.7225,0
574,10,1.927,0
889.65,4.666666667,6.642857143,0
1955.19,14,4.142857143,0
1449.05,9.666666667,5.689655172,0
1327.56,4,4.5,0
1170.2,1,9,0
96.1,4.666666667,5.395714286,0
614.08,2,9,0
1251.22,16,3.650625,0
1424.5,10.66666667,2.34375,0
804.57,9.333333333,5.035714286,0
549.71,3.333333333,5.508,0
164.21,5,1.946,0
990.52,3.666666667,6.305454545,0
200,4.666666667,5.395714286,0
302.5,9.333333333,3.7875,0
1172.03,3.666666667,6.305454545,0
602,3.666666667,6.305454545,0
300,3.666666667,6.305454545,0
518.56,1.333333333,11.355,0
273.2,3.666666667,6.305454545,0
463.17,5.666666667,2.971764706,0
445.76,3.666666667,6.305454545,0
933.93,1.333333333,14.67,0
352.6,3.666666667,6.305454545,0
247.06,3.666666667,6.305454545,0
511.73,10,1.927,0
394.2,2.666666667,7.3125,0
920.25,2.666666667,6.945,0
1292.87,2.333333333,7.714285714,0
817.21,5.666666667,2.971764706,0
519.65,3,6.5,0
1194.81,3.666666667,6.305454545,0
807.17,3.666666667,6.305454545,0
821.15,2,10.255,0
910.24,1.333333333,14.67,0
664.13,2,9,0
631.76,3.333333333,2.97,0
1012.53,4.666666667,5.395714286,0
739.79,2.666666667,7.3125,0
2414.78,6,3.18,0
3772.75,1.333333333,14.67,1
1051.04,10,1.927,0
1493.69,3.666666667,6.305454545,0
1123.36,2,9,0
981.52,3.333333333,3.18,0
518.08,6,3.18,0
1024.08,2,10.255,1
719.5,1.666666667,11.448,0
1189.74,5,6.446,0
12706.25,20,3.2235,1
3150.07,13,11.16,0
533.17,.6666666667,28.62,0
6669.64,21,.3028571429,0
2280.04,13,2.919230769,1
5055.7,20,.954,1
4299.87,3.333333333,10.725,0
3898.1,6,14.98,1
8008.15,5.333333333,7.155,0
4192.5,4,4.9025,1
1299.99,4,6.73,0
342.33,4,4.9025,0
2666.12,3.333333333,6.042,0
1785.29,1.333333333,14.67,0
1017.15,3.666666667,6.305454545,0
2180.76,18,2.540555556,1
851.54,9.333333333,3.7875,0
691.59,3.666666667,6.305454545,0
1254.05,15,2.06,0
1474.64,20,2,1
4314.5,21.66666667,2.676923077,1
829.88,1.666666667,10.8,0
4465.93,3,6.483333333,1
6589.38,3,6.483333333,1
5119.37,10,22.26,1
8014.08,9.333333333,3.7875,1
5354.31,16,2.445,1
1306.28,13.33333333,1.875,0
2528.22,5.333333333,6.69,1
10494.67,12.66666667,6.66,1
1703.25,4,6.3325,0
2545.76,21.33333333,5.765625,0
1680.83,6,3.18,1
1010.88,4,4.75,0
1658,5.333333333,4.5,1
17604.92,3,6.483333333,1
480,.6666666667,29.775,0
2858,8.333333333,5.16,1
8085.13,3.666666667,9.365454545,0
2484,10.66666667,23.9690625,0
1716.91,3,11.30666667,0
6674,3,11.30666667,0
2214.98,3,10.06666667,0
1562.99,26.66666667,1.215,0
11252.62,6.666666667,8.7525,1
3979.98,4,4.77,1
488.4,6.666666667,5.247,0
2263.17,33.33333333,2.226,0
2287,2,10.6,0
12148.5,8.333333333,12.72,0
4782.03,8.333333333,3.816,0
3167.2,61,.3226229508,0
1070.67,5.666666667,2.971764706,1
967.78,1.333333333,14.67,0
419.12,2.666666667,7.3125,0
977.7,2.666666667,7.335,0
3150.83,2.666666667,7.155,0
1026,3.333333333,5.79,0
2220.84,4.333333333,6.927692308,1
708.96,3.333333333,6.975,0
2976.5,3.333333333,5.724,0
5205.28,5.333333333,11.09625,1
10308.08,7,10.26285714,1
1671.31,4,21.4075,0
3444.1,5.333333333,6.63,0
8632.58,3.666666667,5.34,0
1913.47,3,10.00666667,0
3220.21,3,6.36,1
517.75,4.666666667,5.395714286,1
1532.53,3.333333333,5.724,0
818.78,83.66666667,.5574501992,0
723.19,2,9,1
967.82,4.666666667,5.395714286,0
1338.33,5.666666667,8.52,0
954.59,12,1.955,0
900,3.666666667,9.365454545,0
836.95,3.666666667,6.305454545,0
706.39,2.333333333,15.16714286,0
313.21,5.666666667,8.230588235,0
1493.2,2,17.17,0
2382.2,2.666666667,7.3125,0
3042.02,1,35.05,0
257.28,4.666666667,5.395714286,0
1778.36,5.333333333,14.2725,0
689.12,1.333333333,21.2625,0
1733.9,3.333333333,10.11,0
1721.17,1.666666667,21.018,0
2889,1.333333333,14.67,1
1784.67,3.333333333,5.724,0
10152.59,6,3.18,1
1505.75,2,9,0
5412.81,2.666666667,7.155,1
4860.67,5.333333333,7.785,0
9390.33,2.333333333,8.438571429,0
7894.39,3.333333333,5.997,1
1020.38,2.666666667,7.3125,0
1713.46,3,6.36,1
2193.2,4.333333333,7.093846154,1
4682.46,3.333333333,5.724,1
4390.38,3.666666667,6.199090909,1
416.86,1,32.4,0
4437,4,5.0325,1
448.62,4,4.5,0
1026.41,3,6,0
2403.2,3,6,0
3289.27,10,3,0
1292.84,2.666666667,8.775,1
5336.3,23.66666667,2.746478873,1
2784.62,2.333333333,13.08428571,1
4938.5,2.666666667,7.3125,1
1597.95,3.666666667,6.305454545,0
2021.63,3.666666667,6.305454545,0
3003,1.333333333,13.635,0
1266.47,1.333333333,13.635,0
4433.81,3.666666667,6.305454545,1
886.8,5.666666667,8.230588235,1
731.4,2.666666667,6.975,0
447.93,6,3.18,0
2625,9.333333333,3.7875,0
1013.74,6,6.666666667,1
1419.42,5.333333333,6.279375,1
5281.63,6.333333333,8.065263158,0
1877.39,3.333333333,5.553,0
1284,3.666666667,5.751818182,1
560,1.666666667,10.8,1
1594.52,14,1.422142857,1
1139.88,10,2.2,0
2355.7,5,7,0
857.72,1.333333333,13.635,0
6451.67,7,4.285714286,1
1534.5,53.33333333,1.2534375,0
1831.5,43.33333333,1.542692308,1
459.85,3.333333333,5.508,0
498.87,5,1.946,0
805.48,15,1.2,1
839.92,10,1.848,0
1152,1.666666667,10.8,0
1445.97,2,10.255,1
4473.78,1.333333333,13.635,0
3898.61,1.333333333,13.635,0
1352.71,10,1.908,0
1605.42,1.666666667,10.8,1
1204.49,3.333333333,6.561,0
627,1.333333333,13.5,0
1183.59,10,3.787,0
1313.1,2,9,0
3304.23,2,10.055,0
1991.1,3,6.636666667,0
872.96,2.666666667,7.26375,0
2043.32,4.666666667,5.395714286,1
4309.23,3.666666667,7.510909091,0
424.08,4.666666667,5.395714286,0
907.22,3.666666667,6.305454545,0
322.93,2.333333333,8.228571429,0
530.53,3.666666667,6.305454545,0
747.81,2.666666667,7.3125,0
976.64,1,15.42,0
687.55,2,10.255,0
1542.87,4.333333333,5.166923077,0
1067.34,3.666666667,6.305454545,0
2817,20,2.385,0
873.45,10,2.12,0
3130.45,6.666666667,5.565,0
118.94,16.66666667,2.226,0
2022.34,1.333333333,11.925,0
1784.73,5.333333333,5.37,0
2759,7.666666667,5.530434783,0
52121.68,16,3.3125,0
218,10,1.908,0
871.49,1,19.73,0
832.19,3.666666667,6.411818182,1
1340.54,10,1.982,0
2055.5,10,2.65,0
1054.06,3.333333333,4.77,0
675,10,1.908,0
18.9,2,10.705,0
260,3,6.5,0
1764.46,3.333333333,5.724,0
689.43,2.666666667,7.155,0
584.5,.6666666667,27.81,0
525.27,.6666666667,28.155,0
832.95,10,3.949,0
415,10,4.865,0
1654,10,3.975,1
568,10,4.94,0
1736.1,3,13.18,0
1165.92,3,4.416666667,0
2748,3,4.416666667,0
1203,9,5.594444444,0
2666.5,1.333333333,14.67,0
2829.26,2.666666667,7.34625,0
1261.24,5.333333333,5.116875,0
1320.25,3,5.4,0
218.5,3,5.07,0
441.5,6.333333333,5.475789474,0
9300.5,3.333333333,5.4,1
450.62,2,9,0
866.73,2,10.255,0
1340.06,3.333333333,5.919,0
1251.99,6,6.016666667,0
1106.33,4.666666667,5.483571429,0
497.03,1.333333333,11.355,0
7976.88,7,5.392857143,1
709.67,3,5.1,0
4569.7,3.333333333,4.452,0
513.2,4,5.1275,0
498.02,2.333333333,6.488571429,0
357.68,2.333333333,6.415714286,0
2071.45,4,5.565,0
635.53,3.666666667,6.305454545,0
607.07,5.666666667,8.230588235,0
594.17,4.666666667,5.395714286,0
816.07,2.333333333,8.387142857,0
718.75,13.33333333,3.0855,0
19.6,2.666666667,7.3125,0
395.88,4,4.77,0
709.88,3,6.676666667,0
184.55,10,1.908,0
529.33,3,6.36,0
498.94,5.666666667,1.851176471,0
1612.39,1.666666667,11.448,0
1826.65,8,3.23,0
1210.25,2.333333333,13.08428571,0
1269.46,6,5.28,0
1253.82,5,2.29,0
1157.31,11,3.305454545,0
548.47,8.333333333,1.272,0
648.4,1.666666667,8.268,0
351.73,5.333333333,2.926875,0
229.78,5.666666667,2.971764706,0
583.08,2.333333333,6.025714286,0
248.8,2,6.89,0
455.51,5,2.756,0
551.88,3.333333333,4.452,0
871.63,2,7.03,0
784.27,4.666666667,3.012857143,0
632.39,5,2.856,0
252.13,6.333333333,3.396315789,0
424.06,3.333333333,3.18,0
496.1,3.666666667,3.526363636,0
1026.33,5,4.24,0
184,2.666666667,3.975,0
577.61,6.666666667,1.5735,0
364.17,8.333333333,1.2588,0
460.66,2,7.42,0
3890.01,5.666666667,5.798823529,0
930.88,1.666666667,8.904,0
2688.86,3.333333333,4.59,1
1119.09,2.666666667,5.565,0
517.52,3.333333333,4.542,0
2507.31,2,7.42,0
525.8,4,5.035,0
1083.87,6,5.981666667,0
912.4,2.666666667,5.4075,0
705.95,2.666666667,7.35375,0
681.21,10.33333333,1.973225806,0
1250.97,2,6.355,0
1323.18,1.333333333,14.31,0
1190.6,4.333333333,7.066153846,0
701.19,2,10.335,0
499.62,2,9,0
710.94,2.333333333,2.678571429,0
1631.04,2.666666667,7.35375,0
31.2,2,9,0
701.86,3.666666667,6.302727273,0
814.24,2.666666667,7.3125,0
429.2,4.666666667,5.395714286,0
840.15,5,5.7,0
633.67,4.666666667,7.495714286,0
438.57,1.666666667,12.078,0
379.46,10,1.927,0
701.45,2.666666667,7.21125,0
268.88,9,2.12,0
1353.95,10,2.056,1
567.8,5,1.946,0
292.25,9,2.002222222,0
501.84,3,6.513333333,0
907,9,2.173333333,0
617.1,29.33333333,2.908636364,0
837.48,6,3.18,0
1379.48,20,2.65,0
292.64,10,1.908,0
550.51,2,11.33,0
3195.69,3,6.39,0
340.59,3.333333333,4.494,0
1978.73,5,3.022,0
1004.5,5.666666667,3.231176471,0
511.83,.6666666667,22.02,0
3434.23,5.666666667,3.167647059,0
1463.88,17.33333333,1.290576923,0
2481.3,6,3.061666667,0
935.51,3.666666667,4.085454545,0
421.43,3,4.993333333,0
2701.22,9.333333333,4.095,0
281.68,7.666666667,3.734347826,0
377.42,3,4.993333333,0
1690.08,2.666666667,7.26375,0
783,3,6.356666667,0
624.15,10,1.927,1
1157.35,2.333333333,8.172857143,0
4054.17,3,6.356666667,1
798,3.333333333,5.724,0
911.94,3.666666667,6.42,0
811.93,5.333333333,8.20875,0
783.13,3.333333333,5.811,0
751.41,1.333333333,14.1675,0
1146.22,2.666666667,7.1925,0
96.2,2.666666667,7.08375,0
602,2,7.625,0
545.23,1.666666667,8.568,0
1073.24,3.333333333,4.284,0
1420,12,6.358333333,0
681.67,9.333333333,3.7875,0
2607.56,2.666666667,5.25,1
2419.2,4,4.8375,1
1865.38,2.666666667,5.37375,0
1827.47,3.333333333,4.2,0
765.08,3.333333333,4.2,0
917.53,1.666666667,8.568,0
3914.95,3,4.666666667,1
278.94,3,6.636666667,0
125.3,3.666666667,6.305454545,0
333.3,2,10.255,0
691.68,3.666666667,6.305454545,0
258.85,10,1.927,0
1614.05,2,10.255,0
524.53,2.666666667,7.26375,0
784.6,5.333333333,7.3125,0
260.12,8.333333333,1.188,0
