renda,consumo,valor,maquina
1081.87,9.333333333,7.465714286,0
1481.47,3,8.346666667,0
1866,7.333333333,6.818181818,0
871.61,4,4.235,0
550,3.333333333,3.6,0
2151.42,5,6.496,1
434.75,4.666666667,7.928571429,0
562.38,7.666666667,15.54652174,0
1010.93,1.666666667,11.4,1
3098.69,2.666666667,12,1
381.76,3,5.413333333,0
1403.17,6,3.288333333,1
477.03,5,6.496,0
20009.48,4,10.5,0
885.83,2,11.36,0
1420.04,4.666666667,15.64285714,0
4663.08,3,4.106666667,1
1888.67,3,4.833333333,0
572.03,3.333333333,3.36,0
947.75,.3333333333,16.86,0
4970.92,1,12.3,1
5164.25,8,4.34,1
3465.08,26,2.349230769,1
2234.09,20,2.25,1
2012.33,9,3.278888889,0
4257.14,2,6.95,0
3635.18,15.66666667,10.85361702,0
966.88,2.333333333,4.8,1
408.58,2.666666667,3.75,1
6328.77,5.333333333,4.38375,1
679.07,9,3.278888889,1
1003.93,1.333333333,4.44,0
1092.6,3.666666667,6,0
627.5,.3333333333,29.82,0
1623.06,7.333333333,1.622727273,0
230,2.666666667,2.83875,0
445,1,12,0
470,9,3.278888889,0
492,3.666666667,3,0
1418.59,5,5.284,0
1728.08,4.666666667,5.007857143,0
2454.08,3.333333333,3.864,0
3465.17,4.333333333,5.686153846,0
9854.57,3.333333333,3.762,1
4845.14,3.333333333,3.729,1
2370.59,1.666666667,6.72,0
4164.17,1.666666667,6.924,0
1267.42,4,4.35,0
1057.42,4.333333333,9.334615385,0
1770.22,5,6.496,0
260.65,4,4.195,0
759.02,.3333333333,45.87,0
2822.96,6.333333333,15.84789474,0
4197.61,3.333333333,2.934,0
1100.09,2,18.85,0
2292.04,1.666666667,10.938,1
744.5,1,13.25,0
1035.71,.3333333333,50.16,0
1152.15,1,20.14,0
1627.95,6.333333333,8.017894737,0
2717.48,4.333333333,7.615384615,1
938.83,8,10.15,1
900.17,1,11.23,0
1197.24,1,11.37,0
1045.65,4,4,1
97.7,3.333333333,3.36,0
2346.34,2.666666667,4.2,1
560.09,3.333333333,3.36,0
2799.21,3.333333333,8.58,1
1181.25,1,12,0
1207.35,2,8.42,1
670,2.666666667,4.965,0
1850.56,3,5.413333333,0
1093.25,2,6.155,1
2921.59,8.333333333,10.3176,1
3833.81,5,7.72,1
1272.34,2.333333333,5.155714286,1
797.42,5,5.33,0
1087.31,6.666666667,9.2235,0
1415.94,2,8.12,0
360.97,7.666666667,9.913043478,0
1194.83,3.333333333,4.872,0
1077.04,3,5.69,0
1880.08,4.333333333,6.773076923,0
3048.46,4.333333333,6.627692308,1
1460.15,5.666666667,8.122941176,0
423.3,1,11.2,0
386.37,2.666666667,2.2725,0
616.5,3.333333333,3.6,0
1071.82,3.666666667,3.954545455,0
1204.95,2.333333333,4.945714286,0
1097.58,3.666666667,8.260909091,0
1897.33,7.333333333,1.759090909,0
1002,3,4.1,0
2244.5,2,5,0
1022.18,4,4.2,0
362.5,3.666666667,9,1
5014.04,1.333333333,11.25,1
1569.05,3,3.733333333,1
673.83,4.666666667,2.4,0
1123.87,2.666666667,6.09,0
4323.65,3,3.9,1
4348.53,9,7.166666667,1
1323.94,4,4.3575,0
3009.47,2.333333333,5.035714286,0
607.5,.6666666667,18.045,0
1144.06,4,4.235,0
1380.79,3.666666667,3.837272727,0
1176.3,3.666666667,3.965454545,0
1472.92,3.666666667,5.809090909,0
1725,4.666666667,5.140714286,0
414.48,1,12,0
386.3,1,12,0
1069.69,3.333333333,3.3,0
1223.08,3.333333333,3.36,0
792.03,3.333333333,3.36,0
1432.09,3.333333333,6.048,0
6014.85,3.333333333,6.048,1
4303.45,4.333333333,4.652307692,0
1787.32,2.333333333,4.8,0
1299.16,.6666666667,24.36,0
3112.87,9,5.724444444,1
4553.31,17,3.199411765,1
1109.06,2.666666667,7.3575,0
2869.1,3.333333333,6.411,1
12559.5,10.66666667,10.250625,1
1147.97,1.333333333,15.12,1
1747.47,5,9.198,0
1767.22,1.666666667,6.72,0
751.1,3,2.15,0
2067.45,1.666666667,6,1
1585.46,4.333333333,4.571538462,0
681.66,3.333333333,3.36,0
12758.74,8.333333333,13.848,1
1487.62,2.333333333,4.8,0
5459.62,4,4.235,0
281.74,3.666666667,3.968181818,0
1742.65,3.666666667,3.272727273,0
1254.2,4,1.475,0
594.8,2.333333333,3.342857143,0
630.36,3.333333333,1.71,0
1506.64,4,3.46,0
419.09,2,5.77,0
667.19,4.666666667,3.63,0
819.27,3.333333333,3.513,0
4451.7,.3333333333,35.01,0
478.45,2,2.85,0
1031.37,4,4.3925,0
2185.43,2.666666667,10.875,1
7344.35,7.666666667,6.832173913,1
2539.26,4,4.235,1
3129.82,4,4.235,0
3164.38,5.333333333,5.371875,0
2860.92,6,5.808333333,1
835.72,7.666666667,5.64,0
1228.09,3,3.733333333,1
3434.21,4.333333333,3.586153846,1
775.55,7,4.907142857,0
2394.16,3,3.733333333,0
947.19,1,17.14,0
810.67,20,3.528,1
17760.86,8.666666667,6.203076923,1
2509.52,7,6.584285714,1
3452.92,3.333333333,6.216,1
2769.84,4,5.405,1
2465.52,1.666666667,10.5,1
6398.75,3.333333333,5.145,1
2875.73,5,6.496,0
1086.32,1.666666667,6.942,0
5066.09,3,10.2,1
3356.49,1.333333333,7.5,0
1470.89,6,3.271666667,1
3043.38,4,4.215,0
972.81,2.333333333,5.957142857,0
1637.42,3.333333333,4.428,1
8150.63,3.333333333,4.8,0
1262.5,4,4.51,0
2146.53,.6666666667,20.85,0
1004.54,2.666666667,4.2,0
2322.09,3,3.863333333,1
3038.66,4,6.215,1
3721.9,1,26.15,0
4776.36,12,9.644166667,1
1993.44,8.666666667,9.324230769,0
14326.99,6.666666667,6.402,0
2526,5,6.496,0
2088.02,1.666666667,6.72,1
787.03,1.666666667,6.72,0
3866.17,8.666666667,3.692307692,1
1174.58,2,2.91,0
1437.98,3.333333333,1.803,0
1491.09,1,5.79,0
1187.67,1.666666667,9.564,0
1415.07,3.333333333,3.03,0
1718.08,2,7.28,1
635.19,2,8.4,0
1837.76,3.666666667,5.948181818,0
336.74,.6666666667,16.8,0
2358.14,3,6.8,0
1043.35,3.333333333,3.213,0
816.08,.3333333333,53.1,0
1148.77,.6666666667,24.015,0
1445.98,4,3.985,0
867.55,2.666666667,3.0975,0
667.01,3.333333333,4.872,0
2147.58,3.666666667,2.239090909,1
1114.82,1.333333333,10.6425,0
2536.24,4,4.105,1
801.82,5,6.496,0
1120.04,3.666666667,3.834545455,0
5825.89,13,2.343076923,0
1466.05,2.333333333,6.12,0
427.97,3.333333333,4.056,0
580.54,3.333333333,3.36,0
1329.47,3.333333333,3.36,0
638.65,3.666666667,4.213636364,0
762.1,3.333333333,3.48,0
1059.13,3.333333333,3.36,0
1730,3.333333333,3.72,0
5611.84,5,5.11,0
718.18,1.666666667,6.93,0
544.94,1.333333333,8.4,0
1631.02,9,7.275555556,0
1271.19,4,4.585,0
1279.63,3.333333333,3.525,0
700.44,3.333333333,3.465,0
1328.98,5,5.302,0
1942.29,9.333333333,7.56,0
1303.23,3.333333333,9.864,0
1575.4,3.333333333,3.615,0
6481.88,5.666666667,5.601176471,0
6076.86,5,5.108,0
16425.33,4.333333333,4.569230769,0
6608.65,6.333333333,5.992105263,0
5864.1,3.333333333,3.36,0
832.06,4.666666667,5.22,0
747.74,3.333333333,3.18,0
364.29,1.666666667,4.038,0
5568.65,3.666666667,3.875454545,1
1393.54,1.666666667,6.786,1
1094,3.333333333,6,0
1946.18,7.666666667,6.94826087,0
291.3,2.666666667,31.54875,0
457.99,5,3.136,0
1053.77,2.666666667,4.2,0
6306.8,3.333333333,6.927,1
2528.47,7,6.112857143,1
856.31,3,4.143333333,0
346.86,2.666666667,4.28625,0
1417.17,4.333333333,4.331538462,0
1474.34,4.333333333,4.693846154,0
439.2,2.333333333,7.945714286,0
305.38,4.666666667,7.5,0
941.98,2.666666667,4.0875,0
1558.49,4.666666667,5.925,0
8869.9,3.333333333,4.89,1
3693.16,4,6,0
2173.33,2.666666667,8.4,0
1939.56,2.333333333,4.8,0
11069.13,5.666666667,5.602941176,1
979.42,6,5.808333333,0
731.03,4,4.235,0
2621.71,1,11.2,0
4361.91,2.333333333,4.8,0
2797.6,2,5.6,1
1744.88,9.333333333,4.86,0
1033.63,2.666666667,4.2,0
2745.61,1.666666667,6,0
838.82,5.333333333,3.054375,0
1137.85,3.666666667,3.616363636,0
3090.16,4.666666667,4.337142857,0
654.7,1.666666667,6.72,0
1551.94,2.666666667,4.2,0
2115.98,4,4.235,0
1329.74,5.666666667,6.040588235,0
796.54,4,4.235,0
1538.99,8,6.79625,0
4034.75,6.333333333,10.37368421,1
797.23,1.333333333,13.1175,0
688.76,125,.13992,1
8059.52,1,18.01,1
1990.88,2,6.445,0
1177.66,4,6.445,0
3556.87,4,6.445,1
5232.13,9.333333333,3.235714286,1
872,3.333333333,4.71,0
10718.12,2,5.6,1
6416.58,12,11.16,1
836.82,5.333333333,4.516875,0
2769.15,5,5.274,0
3025.83,1,11.2,0
1926.62,5,5.266,0
2241.55,3,3.733333333,1
1055.93,3.333333333,3.465,0
14000,4,4.3825,0
3520.51,2.333333333,4.8,0
1500,3.333333333,3.519,0
929.61,3.666666667,8.162727273,0
1413.38,3.333333333,4.476,0
2619.11,7.666666667,7.305652174,0
1265.86,4,4.445,0
1290.34,1.666666667,7.236,0
4481.3,5.333333333,3.279375,1
690.65,4,4.38,0
1902.05,4,4.235,0
1490.17,2.666666667,4.365,0
12690.49,5.666666667,5.602941176,1
3124.8,6.333333333,5.992105263,1
1140.38,.6666666667,17.46,0
2681.31,6,5.808333333,0
772.01,2,9.12,0
574.79,2.333333333,8.027142857,0
1030.58,5,2.522,0
342.22,2,5.605,0
646.39,2,8.145,0
700.04,3.666666667,6.327272727,1
572.38,4,4.9175,0
3561.65,3.333333333,8.979,0
1460.26,2.333333333,8.85,0
1232.84,4,9.855,0
226.75,1.333333333,13.1325,0
1687.62,3.333333333,7.965,0
258.54,4,4.2325,1
1320.85,2.666666667,4.455,1
602.01,3.333333333,1.746,0
716.63,5.333333333,4.35375,0
871.26,4,4.195,0
135.81,1,13.62,0
3007.98,3.333333333,4.89,1
1015.47,3.333333333,2.067,0
540.4,3.333333333,3.393,0
1282.38,6.666666667,3.5325,1
186.55,10,1.623,0
599.7,2.666666667,2.40375,0
668.32,3,1.89,0
707.82,.3333333333,32.7,1
2612.14,4.666666667,3.319285714,1
1168.31,4,5.875,0
2682.11,3.333333333,4.836,1
1244.23,2.666666667,3.51,0
804.09,2,5.13,0
1137.83,3,4.053333333,0
1185.34,1,12,0
1116.92,2.666666667,7.56,0
2936.11,4,4.345,0
4882.61,4.666666667,6.291428571,1
561.79,3.333333333,6.864,0
2547.4,5.333333333,4.875,1
361.69,6.666666667,1.6575,0
1356.9,3.333333333,4.494,0
3434.69,4.666666667,5.166428571,1
2049.23,3.666666667,5.563636364,0
1309.46,4.666666667,6.24,0
1901.78,2,5.13,1
2818.42,2.666666667,4.3425,1
1670.73,2,5.96,0
2621.24,10,2.1,0
1302.82,1.666666667,7.236,0
1240.85,3.333333333,5.334,0
1188.73,3.666666667,5.037272727,0
1327.01,10,1.778,0
1205.67,3.333333333,10.158,0
576.03,2,5.77,0
2101.61,4,4.81,0
1150.69,3.666666667,3.837272727,0
1271.87,3.666666667,3.837272727,1
2369.58,3.333333333,4.71,0
1176.67,3.333333333,5.265,0
2467.5,7.333333333,6.505909091,0
180.13,.3333333333,52.2,0
391.63,2,5.6,1
1052.45,2,5.6,1
921.68,2,5.6,0
1239.35,5.666666667,5.88,0
831.92,3.333333333,3.36,0
418.72,3.333333333,3.36,0
695.38,4.333333333,3.24,0
484.22,3.333333333,4.71,0
1441.43,8,5.39625,0
2594.31,3.333333333,3.36,0
1750.11,6,5.808333333,0
377.35,3,1.9,0
3212.72,3.333333333,3.486,0
400.07,1.666666667,6.72,0
3561.07,3.333333333,3.486,0
8091.5,15,5.116666667,1
9366.26,4.333333333,4.571538462,0
1852.05,3.333333333,3.36,0
263.62,2.666666667,4.2,0
158.74,3.333333333,1.71,1
375.7,4.333333333,3.763846154,0
640.86,2,7.6,0
627.29,3.333333333,4.71,0
191.81,1.333333333,9.165,0
253.66,4.666666667,4.86,0
1930.56,5,3.756,0
1043.95,5,5.11,0
1019.98,1.666666667,5.64,0
2165.69,4.333333333,5.443846154,0
1099.11,5.666666667,6.882352941,0
702.26,4.333333333,5.46,0
563.39,1.333333333,13.4325,1
2477.99,1,12.6,0
515,6.666666667,2.4555,0
1427.59,4,1.395,0
840.18,6,1.866666667,0
551.6,4.666666667,2.4,0
629.03,3.333333333,2.397,0
1861.28,5.333333333,2.23125,0
983.77,2,5.6,0
3510,3,3.92,1
555.69,6.333333333,1.768421053,0
502.27,10,1.523,0
675.85,3,3.733333333,0
696.53,3.666666667,.9081818182,0
1974.93,5,2.24,0
352.03,3.333333333,1.791,0
379.08,2.666666667,4.5225,0
3155.28,2,5.6,0
644.69,3.666666667,2.301818182,0
786.04,5,5.11,1
878.66,.3333333333,62.7,0
1070.51,5.333333333,5.371875,0
601.46,1.333333333,8.7825,0
265.29,3.666666667,9,0
610,3.333333333,3.36,0
2061.09,6,5.808333333,0
1000.03,3.333333333,3.579,0
632.29,2.333333333,4.8,0
1503.48,3.666666667,3.93,1
521.89,.3333333333,33.6,0
521.13,3.333333333,3.603,0
943.3,2.333333333,2.442857143,0
1032.55,5.333333333,5.544375,0
500.73,2.666666667,4.635,0
955.61,2.666666667,4.47375,0
754,2,5.6,0
2181.4,4,2.965,0
1501.12,2.666666667,7.56,1
2007.85,6.666666667,11.583,0
1842.41,6,3.996666667,0
3838.67,3.666666667,7.32,0
1898.53,2.666666667,15.6825,0
4994.83,4,4.2925,1
3248.55,19,3.209473684,1
7594.05,4,6.8025,0
12934.96,5.333333333,4.0125,1
12604.67,12.66666667,2.210526316,1
5236.35,2.666666667,4.2,0
5549.13,25.33333333,4.568289474,1
12253.21,10,4.8,1
7159.12,6.333333333,5.210526316,1
10839.15,5.666666667,8.655882353,1
1705.56,7,6.897142857,1
21720.4,10,7.47,1
786.91,1.666666667,6.954,0
689.76,9,6.203333333,0
10715.1,14,6.071428571,1
1565.28,4,10.75,0
2978.58,3,3.733333333,1
10028.14,8.666666667,7.191923077,1
1719.56,1,11.2,0
1043.63,.3333333333,77.28,0
1493.85,1,11.6,0
700.6,2.666666667,4.2,0
1164.1,5.333333333,5.445,1
758.11,3.666666667,3.837272727,1
856.06,2.333333333,5.087142857,0
714.83,4.333333333,5.1,1
1503.52,.6666666667,17.325,1
1502.28,4,4.2325,1
677.4,.6666666667,16.8,0
509.17,4,4.6475,0
2998.77,3.666666667,3.837272727,1
977.5,2.333333333,2.494285714,1
811.39,4.333333333,4.569230769,1
1753.28,5.666666667,5.735294118,1
364.39,2.666666667,2.24625,1
945.52,2,5.77,0
1034.36,2.333333333,4.945714286,1
908.18,3.333333333,1.71,1
1013.01,1.333333333,7.2225,0
862.69,2.666666667,2.94,0
516.98,.3333333333,25.32,0
692.08,3.666666667,3.158181818,0
2009.41,4.333333333,3.163846154,0
737.07,3,3.183333333,0
1202.96,4.666666667,3.004285714,1
567.86,3.333333333,2.607,0
6546.9,10.66666667,9.376875,1
3193.95,10,1.568,1
463.5,2.333333333,4.8,0
1183,3,4.45,1
1662.3,8,4.48,0
1482,2.666666667,4.2,1
3899.95,2.666666667,4.45125,0
1361.92,4.666666667,5.232857143,1
4814.1,2.333333333,6.985714286,0
306.25,3,7.316666667,0
2497.9,2.333333333,4.975714286,0
865.34,3.666666667,3.837272727,0
724.88,3.333333333,3.36,0
478.66,3.333333333,3.354,0
587.95,4,6.3275,0
662.88,.3333333333,32.1,0
1250.69,2.333333333,4.8,0
449.4,2.333333333,3.702857143,0
1294.47,2.333333333,10.15285714,1
1189.59,4.333333333,5.120769231,0
1605.73,5.333333333,6.016875,0
1052.46,7,5.308571429,0
698.31,2.666666667,4.45125,1
1454.49,3.666666667,3.932727273,1
1055.53,1.333333333,4.9725,0
2065.96,8,6.79625,0
6375.26,3.333333333,3.36,0
664.72,3.333333333,3.36,0
5303.9,3.333333333,5.241,0
12680.53,4.666666667,4.857857143,0
5037.53,6,6.565,0
5666.79,2.666666667,11.27625,0
5742.71,4,4.4525,0
8263.79,4.666666667,4.622142857,0
3004.5,3.333333333,3.192,0
778.62,1,11.7,0
1571.67,2.333333333,4.8,0
515.56,2.333333333,5.091428571,0
1088.54,2.333333333,4.8,0
1581.15,3.333333333,3.462,0
2943.54,2.333333333,5.258571429,1
206.41,2,5.805,0
622.17,2.666666667,4.1625,0
1179.16,4,3.5525,1
1218.74,3.333333333,3.393,0
591.18,.3333333333,24.24,0
1081.62,3.333333333,2.364,0
1318.29,2.666666667,5.685,0
345.78,1.666666667,14.646,0
861.66,4,4.0875,1
1145.13,4,3,1
1701.47,5.666666667,4.750588235,1
593.76,1.666666667,6.924,0
1145.35,.3333333333,47.1,0
4181.25,9.666666667,3.605172414,0
911.09,3.333333333,3.36,1
1545.26,4.666666667,4.337142857,0
586.61,4,2.91,0
844.62,3,3.333333333,0
2614.51,1.666666667,5.85,0
1239.23,2,6,0
850.02,1.666666667,5.634,1
917.65,3.333333333,6.048,0
905.78,3.333333333,3.213,1
1326.7,3.666666667,8.585454545,0
932.58,3.666666667,5.918181818,1
921.96,2.666666667,7.85625,0
695.34,1.666666667,6.72,0
1092.33,2.333333333,4.285714286,0
3961.07,2.666666667,4.2,0
6621.83,5,6.496,0
1088.65,3.666666667,3.837272727,0
552.74,2,5.6,0
632.3,2.333333333,4.8,0
2602.97,5,6.496,1
2304.31,3,4.043333333,1
1460.53,4,4.3225,0
680.82,3.333333333,3.06,0
1067.92,1.666666667,6.72,0
3422.14,5.666666667,10.47705882,0
700.03,1.666666667,6.72,1
769.83,1,11.2,0
2193.08,2.333333333,4.8,1
808.09,1.333333333,7.5,1
4311.8,3.333333333,3.3,0
8798.69,3.333333333,3.36,1
14164.05,4.333333333,4.571538462,0
2377.24,5,2.24,0
5483.42,3.333333333,4.71,0
9191.39,7.666666667,6.657391304,0
2220.23,7,6.387142857,0
2689.69,2.666666667,4.2,0
6406.67,5.666666667,5.809411765,0
1704.21,2.333333333,5.087142857,0
611.94,2.666666667,4.335,0
1474.24,3.666666667,4.210909091,1
2790.18,3.333333333,3.36,0
679.41,3.333333333,3.36,0
6492.98,5.666666667,5.602941176,1
10020.08,8.666666667,8.076923077,1
876.3,2.666666667,4.2,0
10950.33,7,6.34,0
3903.2,8,4.1725,1
2079.23,4.666666667,4.86,0
2243.78,10,9.8,0
5746.12,4.666666667,5.01,0
3643.6,3.666666667,4.077272727,1
4258.95,4.666666667,4.86,0
977.54,4,4.235,0
2824.33,7,6.34,0
1156.52,3.666666667,4.003636364,0
4000,6.666666667,11.205,0
2358.4,8.333333333,8.4504,1
1717.48,3,3.846666667,0
984.84,2.333333333,2.442857143,0
1705.46,5.333333333,3.909375,0
1351.96,2.333333333,5.55,1
550.69,3,8.346666667,0
542.26,4,9.855,0
2891.28,3.333333333,3.36,0
602.13,4.333333333,4.571538462,1
1911.2,5.333333333,3.909375,1
759.97,3,3.843333333,0
1171.81,3,1.9,0
1904.67,3,2.52,0
896.92,2.333333333,2.442857143,0
1819.05,3,3.743333333,1
1523.35,3.333333333,3.36,0
1408.45,3.333333333,3.36,1
1051.36,1.666666667,6.72,0
2179.25,1.333333333,4.275,0
1135.07,2.666666667,4.8675,0
1139.21,2.666666667,5.91,0
965.77,2,6.615,0
1464.4,1,20.37,0
466,1,6.2,0
910.34,1,47,0
1505.15,1,11.2,0
1238.38,1,11.2,0
1377.8,1,19.81,0
1081.19,.3333333333,33,0
2100,1,53,0
1578.9,1,17,0
817.01,1,15,0
893.61,1,11,0
671.87,1,11.2,0
1263.98,506.3333333,.0339302172,0
2042.83,7,4.802857143,0
877.06,18.33333333,.546,0
1060.87,10.66666667,1.108125,0
1169.41,10,1.3,0
988.36,3.333333333,3.309,1
1807.17,3.333333333,3.165,1
1535.82,5.666666667,4.549411765,0
7804.45,24.33333333,5.892739726,1
1245.5,2,5.31,0
1524.57,4.666666667,3.51,0
2151.18,3.666666667,3.951818182,1
1046.7,3.666666667,3.837272727,0
4108.8,6.666666667,6.1575,1
5660.94,5.666666667,5.602941176,1
1912.26,2,6.01,0
2394.22,18,11.36166667,1
1941.88,1.333333333,8.4,0
890.55,4.666666667,3.355714286,0
11058.79,2,5.6,1
885.99,4.333333333,8.337692308,0
1215.48,2,5.6,0
2352.35,2,5.6,1
2295.36,2.333333333,4.8,0
7422.04,5.333333333,5.371875,0
572.74,2.666666667,4.2,0
2727.6,3.333333333,3.561,0
641.34,3,3.733333333,0
1883.44,4.666666667,4.86,0
1169.9,4.333333333,4.569230769,0
1558.77,4.333333333,3.290769231,0
358.1,1.333333333,5.025,0
601.19,1,5.7,0
779.91,2,5.795,0
1181.29,3.333333333,3.477,0
671.21,1.333333333,8.4,0
885.19,1.666666667,6.72,0
684.86,4,6.415,0
852.28,4.666666667,5.048571429,0
772,6.333333333,4.751052632,0
475.83,3.333333333,2.931,0
982.6,3,4.166666667,0
700.19,3,3.843333333,0
566.58,3,2.106666667,0
506.83,1,11.2,0
751.18,2.333333333,4.958571429,0
517.1,.6666666667,16.8,0
1100.38,2,14.825,0
755.15,4.333333333,4.405384615,0
3195,4.333333333,4.571538462,1
2602.23,5,5.11,1
1491.14,4.333333333,4.86,0
840.93,2.333333333,4.8,0
310.02,1.666666667,6.72,0
740.97,1.333333333,8.6475,1
878.48,1,11.2,0
1698.85,2.666666667,4.2,0
917.46,.6666666667,16.8,0
1043.38,3.666666667,3.837272727,1
4828.15,7,6.34,1
3023.18,5.666666667,2.117647059,1
565,3.333333333,3.36,1
425.22,3.333333333,3.36,1
1914.92,5.333333333,5.371875,1
628.43,.3333333333,47.1,1
412.17,1.666666667,3.42,1
814.23,2.666666667,4.2,0
2423.02,3,3.94,1
1220.85,3.333333333,1.827,1
2501.13,1.333333333,8.8425,0
3547.38,1.666666667,7.236,0
889.01,1.666666667,6.96,0
1687.38,3.333333333,6.66,0
1547.16,.3333333333,84.57,0
1401.08,5,3.63,0
5225.33,6.666666667,6.1575,0
1354.6,3.333333333,3.861,0
793.9,6.666666667,6.402,0
449.18,2.666666667,4.2375,0
560.71,1,11.2,0
662.42,5.333333333,5.3025,0
905.45,1.333333333,8.4,0
1315.63,3,3.733333333,0
690.27,2.333333333,4.8,1
390.4,1.333333333,8.4,0
1290.37,4,4.235,1
1530.19,3,1.9,1
1191.27,.3333333333,33.9,0
978.43,3,3.733333333,1
1212.44,1.333333333,8.4,0
1634.86,5,3.63,0
1380.72,7,6.34,0
1709.58,.3333333333,33.6,0
995.16,1.666666667,6.954,0
4061.14,40,1.32275,1
943.91,3.333333333,3.477,1
1443.35,3,3.733333333,1
592.38,3.666666667,3,0
451.09,2.666666667,4.2,0
1289.01,5,5.266,1
2225.03,1,52.64,0
1026.99,.3333333333,60.48,0
2262.2,.3333333333,73.92,0
2430.82,22.66666667,23.32235294,1
4596,1,28.64,0
4204,1,47.04,1
6247.38,4,7.62,1
707.18,1.666666667,13.29,0
773.97,1,41.2,0
5264.25,1,76.11,1
14551.32,1,59.16,0
3044.2,1,42.23,1
1593.83,4.666666667,4.857857143,0
1706.05,2.666666667,10.875,0
3437.62,1.666666667,5.4,1
2147.93,9,1.404444444,0
518.93,12,1.6375,0
299.6,7,1.744285714,0
1955.7,2.333333333,4.8,0
1253.8,3.333333333,4.824,0
8861.94,3.333333333,6.72,0
4356.68,7,11.41,0
6285.29,7,11.41,0
7116.71,666.6666667,.0252,1
3099.85,6,11.57333333,1
1294.43,1.333333333,15.12,0
958.1,1,22.37,0
4491.05,8,12.12,1
969.13,2,18.025,0
5647.57,10.33333333,15.63774194,1
11806.19,3.666666667,7.478181818,1
2574.94,4.333333333,8.226923077,1
2613.6,666.6666667,.0252,1
3087.09,6,4.055,0
1041.8,3.333333333,3.36,0
1878.55,5.333333333,9.3,0
1872.24,5.333333333,9.765,0
738.28,3,6.066666667,0
1284.92,2,5.775,0
1787.38,6,3.288333333,0
908.61,2.666666667,2.1375,0
2750.31,4,4,0
1190.33,3.666666667,6.905454545,0
1623.22,2.333333333,4.8,0
1664.37,3.666666667,4.003636364,0
1876,1.666666667,6.462,0
1165.7,.6666666667,17.34,0
1231.71,14.66666667,.7636363636,0
205.76,1.333333333,7.5,0
925.07,2,5.795,0
649.7,1.333333333,7.5,0
839.93,3.333333333,3.3,0
435.29,1.666666667,7.314,0
1040.21,2.333333333,4.8,0
537.4,1.333333333,8.4,0
883.55,2.666666667,4.32375,1
5016.46,1.666666667,9.03,0
2389.96,9.666666667,5.98862069,0
1307.68,2,5.6,0
10237.54,22,11.83454545,1
508.45,4,4.235,1
326.38,3.666666667,3.837272727,0
3171.85,5.333333333,5.371875,1
490.34,.6666666667,16.8,0
1438.07,5,5.11,0
931.25,4,4.235,0
1259.68,2.666666667,4.35375,0
1113.66,3.333333333,3.3,1
1966.94,1.666666667,6.966,0
966.34,4,4.505,0
3145,3,3.666666667,0
4286.98,2.666666667,3.67875,0
1050.51,3.666666667,5.85,1
9383.92,6,5.85,0
509.26,1,3.84,0
1093.85,4,5.85,0
661.54,2.666666667,3.6,0
1286.26,2.333333333,3.6,0
559.85,1.333333333,3.6,0
964.25,.6666666667,3.6,0
852.5,5,6.202,0
2206.76,3.333333333,3.36,1
2309.17,3.333333333,3.36,1
1453.25,4,4.1225,0
1134.64,2.333333333,4.8,0
350.5,4,2.67,0
512.78,3,3.733333333,1
1310.54,4,2.67,0
1287.34,.6666666667,16.8,0
2373.73,6.333333333,5.992105263,1
1289.3,4.333333333,4.705384615,0
7878.43,6.666666667,4.0275,1
3371.51,5,5.11,1
645.29,7,6.494285714,0
744.1,1.333333333,8.7075,0
904.2,4.333333333,4.735384615,0
2205.45,5.333333333,5.619375,0
655.25,2.666666667,4.3725,0
715.05,2,5.775,0
883.36,2.666666667,4.4175,0
1966.8,4,4.4325,0
971.43,3.666666667,3.837272727,0
860.93,3.333333333,3.36,0
1113.87,4,3.0125,0
1737.05,3,2.506666667,0
1539.07,3,3.05,0
2247.75,4.666666667,3.096428571,0
2390.51,2.666666667,5.97375,1
2951.1,7,3.93,0
1233.23,2.666666667,3.43125,0
3084.98,2.666666667,3.43125,0
3678.07,4.666666667,3.096428571,0
1187.07,6.666666667,3.36,0
1700.25,5.666666667,5.500588235,0
1964.53,2,6.595,1
952.32,3.333333333,3.003,0
1350.96,2.666666667,3.0675,0
693.47,3,6.93,0
2256.76,2.666666667,4.2,0
2251.58,5.333333333,9.275625,0
1937.22,4,4.235,0
1104.2,.6666666667,30.24,0
572.16,1,11.2,0
1172.64,2.333333333,2.528571429,0
1101.28,3.333333333,2.064,0
1925.23,2.666666667,4.2,0
3421.01,4,4.235,0
1130.94,2.333333333,4.8,0
414.2,3.666666667,9,0
606.74,3.333333333,1.71,0
619.77,2.333333333,2.442857143,0
2104.54,4,8.0225,1
1390.44,2.666666667,4.06875,0
617.41,3.333333333,12.48,0
2931.94,4,7.62,1
583.04,1,21.56,0
484.05,5,2.442,0
578.62,4,4.94,1
751.55,6,10.5,0
1698.81,5.333333333,5.371875,0
2274.13,3.333333333,3.525,0
844.26,1,11.87,0
677.63,1.666666667,6.72,0
1479.24,2.333333333,4.958571429,0
3324.78,2,5.84,0
3922.92,2,5.6,1
1905.13,2,5.6,0
1884.29,3.333333333,6.804,0
512.46,2.333333333,4.962857143,0
776.6,3,3.733333333,1
871.77,3.666666667,3.837272727,0
1283.26,3,1.9,0
416.63,2.666666667,4.3275,0
2002.41,5,3.63,1
574.6,1,10.35,1
3066.42,3.333333333,5.295,1
